semel,ballot,valid,stat22
9000,304.2,350,90000821
9000,304.3,335,90000821
9000,7,164,90000132
9000,9,224,90000132
9000,10.1,253,90000522
9000,10.2,263,90000522
9000,10.3,257,90000522
9000,11,283,90000132
9000,13,126,90000132
9000,14,181,90000132
9000,17,321,90000132
9000,18,153,90000132
9000,34,186,90000413
9000,35,281,90000413
9000,36,325,90000411
9000,37,270,90000411
9000,38,382,90000413
9000,39,79,90000411
9000,40,117,90000411
9000,42,375,90000411
9000,44,298,90000413
9000,45,250,90000213
9000,46,314,90000211
9000,47,172,90000211
9000,55.1,254,90000212
9000,55.2,257,90000212
9000,55.3,245,90000212
9000,58.1,300,90000512
9000,58.2,335,90000512
9000,58.3,330,90000512
9000,58.4,314,90000512
9000,58.5,324,90000512
9000,62.1,235,90000634
9000,62.2,233,90000634
9000,65,219,90000132
9000,66,377,90000213
9000,68,231,90000213
9000,69,285,90000211
9000,95,211,90000413
9000,96,239,90000411
9000,97,236,90000216
9000,103,244,90000521
9000,104.1,357,90000523
9000,104.2,346,90000523
9000,104.3,323,90000523
9000,104.4,314,90000523
9000,109,261,90000413
9000,111,296,90000411
9000,112,319,90000413
9000,113,218,90000413
9000,114,222,90000413
9000,117,159,90000413
9000,118,304,90000413
9000,130.1,241,90000216
9000,130.2,249,90000216
9000,130.3,269,90000216
9000,130.4,248,90000216
9000,130.5,200,90000216
9000,143.1,340,90000522
9000,143.2,309,90000624
9000,143.3,308,90000522
9000,143.4,309,90000522
9000,143.5,281,90000522
9000,144,134,90000211
9000,145,306,90000211
9000,151,213,90000222
9000,155,270,90000222
9000,156,217,90000222
9000,158.1,248,90000222
9000,158.2,234,90000222
9000,158.3,245,90000222
9000,158.4,242,90000222
9000,158.5,231,90000222
9000,159,219,90000222
9000,172.1,385,90000224
9000,172.2,339,90000224
9000,172.3,360,90000224
9000,172.4,336,90000224
9000,241.1,319,90000224
9000,241.2,348,90000224
9000,241.3,347,90000224
9000,241.4,357,90000224
9000,241.5,322,90000224
9000,279,302,90000411
9000,300.1,379,90000521
9000,300.2,378,90000521
9000,300.3,392,90000521
9000,300.4,370,90000513
9000,300.5,388,90000513
9000,300.6,415,90000513
9000,12.1,394,90000723
9000,12.2,426,90000723
9000,12.3,378,90000723
9000,12.4,408,90000723
9000,12.5,397,90000723
9000,12.6,395,90000723
9000,43.1,371,90000411
9000,43.2,325,90000411
9000,43.3,330,90000411
9000,43.4,342,90000411
9000,71.1,226,90000632
9000,71.2,250,90000632
9000,71.3,224,90000632
9000,71.4,223,90000632
9000,73.1,267,90000633
9000,73.2,274,90000633
9000,73.3,286,90000633
9000,73.4,275,90000633
9000,90,209,90000631
9000,91,242,90000631
9000,92,289,90000631
9000,93,220,90000631
9000,94,194,90000631
9000,99.1,355,90000522
9000,99.2,342,90000522
9000,99.3,373,90000522
9000,99.4,326,90000522
9000,119.1,429,90000611
9000,119.2,431,90000611
9000,119.3,421,90000611
9000,119.4,418,90000611
9000,119.5,400,90000611
9000,120,240,90000811
9000,121,372,90000811
9000,122.1,339,90000113
9000,122.2,335,90000113
9000,122.3,312,90000113
9000,122.4,336,90000113
9000,122.5,302,90000113
9000,122.6,310,90000113
9000,123,368,90000612
9000,124,353,90000612
9000,127,303,90000612
9000,129.1,423,90000521
9000,129.2,397,90000521
9000,129.3,391,90000521
9000,129.4,407,90000521
9000,129.5,428,90000521
9000,129.6,403,90000521
9000,132,244,90000614
9000,134,389,90000614
9000,136,269,90000614
9000,137,150,90000614
9000,161.1,274,90000423
9000,161.2,293,90000423
9000,161.3,289,90000423
9000,164.1,377,90000424
9000,164.2,420,90000424
9000,164.3,401,90000424
9000,164.4,404,90000424
9000,164.5,404,90000424
9000,164.6,411,90000424
9000,181.1,358,90000422
9000,181.2,373,90000422
9000,181.3,391,90000422
9000,181.4,389,90000422
9000,182.1,389,90000423
9000,182.2,372,90000423
9000,182.3,389,90000423
9000,182.4,351,90000423
9000,197.1,291,90000711
9000,197.2,320,90000711
9000,197.3,282,90000711
9000,197.4,306,90000711
9000,197.5,322,90000711
9000,197.6,309,90000711
9000,235.1,350,90000713
9000,235.2,359,90000713
9000,235.3,360,90000713
9000,235.4,378,90000713
9000,235.5,331,90000713
9000,238.1,359,90000714
9000,238.2,354,90000714
9000,238.3,321,90000714
9000,238.4,343,90000714
9000,238.5,335,90000714
9000,270.1,415,90000721
9000,270.2,422,90000721
9000,270.3,418,90000721
9000,270.4,431,90000721
9000,270.5,451,90000721
9000,270.6,412,90000721
9000,290,108,90000631
9000,291.1,392,90000613
9000,291.2,407,90000613
9000,291.3,389,90000613
9000,291.4,407,90000613
9000,291.5,398,90000613
9000,291.6,372,90000613
9000,291.7,403,90000613
482,1.1,193,4820003
482,1.2,193,4820003
482,2.1,216,4820003
482,2.2,205,4820003
482,5.1,208,4820003
482,5.2,280,4820003
482,5.3,199,4820003
482,6.1,239,4820003
482,6.2,234,4820003
482,8.1,262,4820004
482,8.2,215,4820004
482,8.3,214,4820004
482,9.1,303,4820002
482,9.2,272,4820002
482,9.3,226,4820002
1050,1.1,360,10500001
1050,1.2,397,10500001
1050,1.3,377,10500001
1326,1.1,199,13260001
1326,1.2,241,13260001
1326,1.3,235,13260001
1326,1.4,221,13260001
1326,1.5,232,13260001
1326,2,282,13260002
1326,8,151,13260002
1326,3.1,236,13260003
1326,3.2,212,13260003
1326,4.1,264,13260003
1326,4.2,273,13260003
541,5.1,143,5410003
541,5.2,111,5410003
541,5.3,103,5410003
541,6.1,113,5410003
541,6.2,89,5410003
541,7.1,137,5410003
