semel,ballot,valid,stat22
2710,28,405,27100042
2710,29,381,27100035
2710,30,387,27100011
2710,31,405,27100014
2710,32.1,480,27100031
2710,32.2,394,27100031
2710,32.3,414,27100031
2710,33,448,27100032
2710,34,326,27100041
2710,35,378,27100012
2710,36,471,27100034
2710,37,333,27100021
2710,39,333,27100041
2710,41,502,27100014
2710,42,473,27100033
2710,43,377,27100011
2710,44,366,27100014
2710,45,519,27100012
2710,46,377,27100012
2710,47,372,27100041
2710,48,500,27100034
2710,49,394,27100033
2710,50,483,27100033
2710,51,392,27100012
2710,52,346,27100021
2710,53,335,27100014
2710,54,350,27100014
2710,55,359,27100032
2710,56,402,27100014
2710,57,349,27100021
2024,1,579,20240001
1358,1,379,13580001
1358,2,378,13580001
1358,3,393,13580001
1108,1,231,11080001
680,1,388,6800001
31,1,224,310002
31,2,360,310003
31,3,314,310002
31,4,370,310002
31,5,224,310002
31,6.1,336,310002
31,6.2,323,310002
31,6.3,316,310002
31,7,323,310003
31,9,332,310002
31,10,464,310006
31,11,445,310006
31,12,599,310006
31,13,381,310004
31,14,483,310006
31,15,396,310006
31,16,323,310002
31,17,491,310008
31,20,644,310007
31,22.1,438,310003
31,22.2,425,310003
31,22.3,439,310003
31,22.4,414,310003
31,23,439,310006
31,25.1,348,310008
31,25.2,330,310008
31,25.3,339,310008
31,26,297,310003
31,28,521,310006
31,30,467,310004
31,32,346,310006
31,33,415,310006
31,34,443,310002
31,35,466,310007
31,36,508,310008
31,37,563,310008
1294,1,184,12940001
67,1,469,670001
2400,1,276,24000024
2400,2,462,24000024
2400,3,369,24000023
2400,4,332,24000024
2400,6,283,24000034
2400,12,385,24000024
2400,13,322,24000034
2400,16,376,24000023
2400,17,363,24000023
2400,18.1,420,24000024
2400,18.2,452,24000024
2400,18.3,458,24000024
2400,20,307,24000023
2400,22,404,24000022
2400,23,284,24000024
2400,24,331,24000023
2400,29,512,24000023
2400,36,538,24000023
2400,37,487,24000035
2400,40,463,24000035
2400,44,402,24000035
2400,46,478,24000035
2400,47,484,24000035
2400,5.1,397,24000025
2400,5.2,431,24000025
2400,5.3,428,24000025
2400,5.4,412,24000025
2400,5.5,412,24000025
2400,5.6,408,24000025
2400,7,410,24000031
2400,9,425,24000031
2400,10,515,24000012
2400,15,333,24000031
2400,21,429,24000026
2400,27,440,24000021
2400,30,365,24000031
2400,31,453,24000012
2400,32,397,24000021
2400,33,344,24000021
2400,35,430,24000021
2400,38,398,24000012
2400,41,380,24000021
2400,43.1,332,24000012
2400,43.2,333,24000012
2400,43.3,340,24000012
2400,45,412,24000021
2400,101,322,24000013
1020,1,484,10200005
1020,2,470,10200005
1020,3,483,10200005
1020,4,539,10200005
1020,5,343,10200003
1020,6,376,10200005
1020,7,276,10200003
1020,8,319,10200005
1020,9,356,10200005
1020,10,393,10200005
1020,11,311,10200005
1020,12,310,10200005
1020,15,474,10200005
1020,16,348,10200007
1020,17,302,10200005
1020,18,388,10200005
1020,19,329,10200007
1020,20,423,10200008
1020,21,355,10200008
1020,22,488,10200005
1020,23,411,10200007
1020,24,566,10200002
1020,25,506,10200002
1020,26,409,10200002
1020,950,578,10200002
780,2.1,297,7800001
780,2.2,304,7800001
2012,1,317,20120001
4013,1,177,40130001
403,1,237,4030001
3760,1,435,37600003
3760,2,516,37600001
3760,3,434,37600003
3760,4,486,37600003
3760,5,503,37600001
3760,6,457,37600003
3760,7,460,37600003
3760,8,504,37600003
3760,9,570,37600001
3760,10,562,37600003
278,1,260,2780001
565,1,458,5650002
565,2,361,5650001
565,3,332,5650002
565,4,449,5650002
565,5,467,5650002
565,6,358,5650002
565,7,487,5650002
565,8,394,5650002
565,9,566,5650002
565,10,321,5650003
565,11,431,5650002
565,12,350,5650003
565,13,482,5650001
565,14,451,5650001
565,15,469,5650002
565,16,313,5650002
1157,1,143,11570001
821,1,277,8210001
1330,1,370,13300001
1330,2,549,13300001
1330,3,383,13300001
785,1,506,7850001
850,1,310,8500001
850,2,232,8500001
804,1,414,8040001
804,2,328,8040001
797,1,497,7970001
797,2,525,7970001
965,1,156,
965,2,182,
965,3,173,
338,1,35,3380001
716,1,307,7160001
77,1,255,770001
77,2,330,770001
294,1,284,2940001
294,2,335,2940001
1126,1,164,11260001
49,1,305,490001
2600,1,180,26000021
2600,2,219,26000021
2600,6.1,238,26000016
2600,6.2,230,26000016
2600,6.3,220,26000016
2600,6.4,182,26000016
2600,7,245,26000014
2600,8,218,26000016
2600,9,309,26000015
2600,10,290,26000015
2600,11,219,26000015
2600,12,213,26000021
2600,13.1,188,26000024
2600,13.2,216,26000024
2600,13.3,187,26000024
2600,13.4,168,26000024
2600,14,201,26000021
2600,16,279,26000014
2600,17,76,26000016
2600,19,55,26000016
2600,20,174,26000015
2600,22,105,26000016
2600,23,229,26000021
2600,24,157,26000015
2600,26.1,330,26000016
2600,26.2,290,26000011
2600,26.3,347,26000016
2600,26.4,308,26000016
2600,26.5,291,26000016
2600,27.1,342,26000016
2600,27.2,366,26000016
2600,27.3,357,26000016
2600,27.4,317,26000016
2600,28,239,26000024
2600,29,360,26000024
2600,30,235,26000025
2600,31,226,26000022
2600,32,242,26000022
2600,33,282,26000022
2600,34,336,26000025
2600,38,279,26000022
2600,40,321,26000024
2600,41.1,259,26000016
2600,41.2,245,26000016
2600,41.3,219,26000011
2600,41.4,236,26000011
2600,41.5,189,26000016
2600,41.6,207,26000016
2600,45,192,26000022
2600,48,386,26000024
2600,52,168,26000022
2600,53,220,26000022
2600,54,229,26000022
2600,55,308,26000024
2600,58,284,26000011
2600,60,339,26000014
2600,61,135,26000015
2600,62,168,26000021
2600,63,149,26000021
2600,64,206,26000022
2600,65,410,26000043
2600,66,391,26000043
2600,67,373,26000043
2600,69,328,26000043
2600,70,419,26000042
2600,71,248,26000043
2600,72,429,26000016
2600,73,291,26000042
2600,74.1,373,26000045
2600,74.2,357,26000045
2600,74.3,335,26000045
2600,74.4,362,26000045
2600,74.5,340,26000045
2600,76,293,26000042
2600,78,347,26000042
2600,79,382,26000016
2600,80,252,26000014
2600,81,271,26000042
2600,82,483,26000016
2600,83,444,26000016
2600,84,482,26000016
2600,87,171,26000016
2600,88,450,26000016
1336,1,309,13360001
3762,1,442,37620001
37,1,273,370001
478,1,438,4780002
478,2,514,4780003
478,3,420,4780002
478,4,435,4780003
478,5,512,4780003
478,6,507,4780003
478,7,501,4780002
478,8,489,4780003
478,9,428,4780002
478,10,436,4780002
478,11,462,4780002
478,12,438,4780002
478,13,501,4780002
478,14,431,4780002
1359,1,298,13590001
1359,2,256,13590001
1359,3,325,13590001
1316,1,103,13160001
4003,1,250,40030001
1145,1,280,11450001
330,1,210,3300001
1182,1,313,11820001
1182,2,300,11820001
3579,1,386,35790001
3579,2,328,35790001
3604,1,519,36040001
3604,2,576,36040001
3604,3,546,36040001
429,1,530,4290001
4017,1,152,40170001
868,1,23,8680001
285,1,375,2850001
4002,1,219,40020001
1365,1,196,13650001
41,1.1,486,410001
41,1.2,481,410001
41,1.3,495,410001
41,1.4,494,410001
1248,1,73,12480001
730,1,348,7300001
682,1,420,6820001
204,1,350,2040001
841,1,301,8410001
841,2,326,8410001
1125,1,219,11250001
3556,1,134,35560001
1309,1,431,13090015
1309,2,474,13090011
1309,3,459,13090012
1309,4,536,13090011
1309,5,681,13090013
1309,6.1,525,13090031
1309,6.2,498,13090031
1309,6.3,507,13090031
1309,6.4,525,13090031
1309,7,481,13090033
1309,8,552,13090015
1309,9,681,13090023
1309,10,557,13090023
1309,11,609,13090021
1309,12,622,13090023
1309,13,632,13090023
1309,14,489,13090031
1309,17,572,13090013
1309,18,544,13090033
1309,19,506,13090012
1309,20,468,13090031
1309,21,513,13090033
1309,22,541,13090033
1309,23,566,13090031
1309,25,564,13090011
1309,26,463,13090021
1309,27,672,13090033
1309,28,557,13090031
1309,29,600,13090023
1309,30,579,13090033
1309,31,472,13090031
1309,32,488,13090033
1309,33,452,13090012
3618,1,554,36180001
3618,2,600,36180001
3750,1,352,37500001
3750,2,374,37500001
3750,3,396,37500001
3750,4,375,37500001
3750,5,416,37500001
3750,6,437,37500001
3750,7,395,37500001
3750,8,294,37500001
3750,9,548,37500001
3750,10,337,37500001
3750,11,353,37500001
603,1,147,6030001
3560,1,572,35600001
3560,2,532,35600001
3560,3,446,35600001
3560,4,547,35600001
772,1,511,7720001
1064,1,407,10640001
1253,1,224,12530001
23,1,133,230001
4012,1,272,40120001
960,1,130,
3754,1,281,37540001
529,1,491,5290002
529,2,391,5290001
529,3,431,5290003
529,4,473,5290002
529,5,509,5290002
529,6,483,5290003
529,7,541,5290003
529,8,532,5290002
529,9,442,5290002
529,10,435,5290002
529,11,488,5290003
529,12,534,5290002
529,13,433,5290002
963,1,325,
963,2,291,
963,3,316,
963,4,289,
963,5,259,
963,6,239,
963,7,312,
4301,1,176,43010001
176,1,331,1760001
176,2,400,1760001
313,1,385,3130001
3650,1,458,36500001
3650,2,405,36500001
3650,3,469,36500002
3650,4,426,36500001
3650,5,486,36500001
3650,6,501,36500002
3650,7,507,36500002
3650,8,379,36500003
3650,9,535,36500003
3650,10,507,36500001
3650,11,307,36500001
3650,13,490,36500002
701,1,335,7010001
3598,1,86,35980001
714,1,313,7140001
3570,1,392,35700003
3570,2,396,35700002
3570,3,308,35700001
3570,4,344,35700001
3570,5,389,35700002
3570,6,513,35700003
3570,7,362,35700004
3570,8,422,35700004
3570,9,508,35700005
3570,10,325,35700003
3570,11,440,35700002
3570,12,330,35700002
3570,13,341,35700001
3570,14,324,35700004
3570,15,610,35700003
3570,16,360,35700004
3570,17,376,35700002
3570,18,433,35700003
3570,20,292,35700004
3570,21,352,35700003
3570,22,360,35700005
3570,23,440,35700002
3570,24,272,35700003
3570,25,370,35700004
3570,26,347,35700003
1324,1,71,13240001
71,1,318,710001
70,1.1,333,700511
70,1.2,321,700511
70,1.3,300,700511
70,1.4,341,700511
70,1.5,319,700122
70,1.6,284,700511
70,2,379,700122
70,3,337,700122
70,4,269,700126
70,6,372,700133
70,8,146,700511
70,9,298,700133
70,10,241,700133
70,11,283,700133
70,12,234,700132
70,13,263,700132
70,14,240,700133
70,15,284,700131
70,16,302,700223
70,17,289,700511
70,18,270,700142
70,19,297,700126
70,20,381,700125
70,21,362,700513
70,22,241,700133
70,23,253,700122
70,24,418,700221
70,25,308,700223
70,26,335,700223
70,27,386,700123
70,28,249,700125
70,29,289,700132
70,30,505,700143
70,31,396,700143
70,32,512,700142
70,33,402,700143
70,34,360,700146
70,35,360,700142
70,37,313,700142
70,38,222,700123
70,39,240,700133
70,40,207,700126
70,41,240,700133
70,42,229,700126
70,43,245,700133
70,44,563,700146
70,45,332,700524
70,46,311,700522
70,47,340,700221
70,48,281,700222
70,49,394,700222
70,50,305,700223
70,51,480,700221
70,52,347,700221
70,53,462,700511
70,54.1,424,700513
70,54.2,439,700513
70,54.3,435,700513
70,54.4,399,700513
70,55.1,431,700511
70,55.2,414,700511
70,55.3,403,700511
70,55.4,401,700511
70,55.5,372,700511
70,57,381,700511
70,58,400,700146
70,59,368,700146
70,60,486,700146
70,61,255,700131
70,62,358,700143
70,63,410,700146
70,66,384,700513
70,67,328,700514
70,68,355,700523
70,69,403,700146
70,70,323,700223
70,71,283,700222
70,72,241,700223
70,73,284,700222
70,74,372,700223
70,75,391,700223
70,76,396,700514
70,77,352,700514
70,80,264,700513
70,81,425,700513
70,82,349,700522
70,83,406,700122
70,84,364,700122
70,85,331,700122
70,86,419,700522
70,87,327,700511
70,88,316,700522
70,89.1,388,700511
70,89.2,377,700511
70,89.3,394,700511
70,89.4,391,700511
70,89.5,384,700511
70,90,369,700524
70,91,394,700523
70,92,377,700524
70,93,364,700522
70,94,302,700611
70,95,276,700611
70,96,432,700144
70,97,260,700611
70,98,474,700612
70,99,378,700613
70,100,327,700524
70,101,491,700144
70,102,346,700722
70,103,428,700722
70,104,321,700432
70,105,413,700432
70,108,446,700721
70,109,288,700722
70,111,367,700122
70,112,403,700122
70,113,342,700432
70,114,297,700721
70,115,566,700612
70,116,499,700523
70,117,401,700523
70,118,372,700612
70,119,352,700722
70,120,354,700722
70,121,458,700511
70,122,566,700432
70,123,478,700511
70,124,326,700432
70,125,365,700622
70,126,386,700432
70,127,465,700622
70,129,617,700622
70,130.1,461,700622
70,130.2,406,700622
70,130.3,404,700622
70,130.4,402,700622
70,131,400,700632
70,132,375,700632
70,133,340,700632
70,134,454,700633
70,135,339,700633
70,136,474,700411
70,137,345,700411
70,138,361,700633
70,139,387,700411
70,140,373,700411
70,141,607,700212
70,142,391,700411
70,143,357,700411
70,144,391,700411
70,145,367,700413
70,146,394,700411
70,147,450,700413
70,148,450,700411
70,149,519,700411
70,150,492,700411
70,151,339,700632
70,152,410,700633
70,153,310,700633
70,154,401,700633
70,155,458,700633
70,156,342,700633
70,157,459,700413
70,158,381,700633
70,159,422,700612
70,160,402,700144
70,161,450,700613
70,162,671,700612
70,163,450,700321
70,164,414,700322
70,165,394,700322
70,166,396,700322
70,167,464,700322
70,168,401,700322
70,169,378,700322
70,170,344,700722
70,171,362,700322
70,172,418,700722
70,173,446,700722
70,174,365,700432
70,175,380,700432
70,176,500,700323
70,178,349,700722
70,179,449,700721
70,180,655,700212
70,181,548,700212
70,182,623,700212
70,183,674,700213
70,184,577,700212
70,185,527,700212
70,186,601,700212
70,187,669,700212
70,188,381,700321
70,189,327,700622
70,190,351,700432
70,192,373,700622
70,193,313,700432
70,195,590,700213
70,196,440,700613
70,197,396,700611
70,198,481,700432
70,199,303,700511
70,200,402,700511
70,201,461,700511
70,202,449,700432
70,203,545,700432
70,204,379,700434
70,205,354,700522
70,206,337,700514
70,207,354,700511
70,210,310,700146
70,211,450,700146
70,212,451,700142
70,213,358,700146
70,214,364,700133
70,215,305,700122
70,216,522,700411
70,217,498,700411
70,218,377,700711
70,219,472,700711
70,220,467,700711
70,221,434,700711
70,222,567,700411
70,223,347,700523
70,224,519,700411
70,225,491,700714
70,226,470,700411
70,227,501,700321
70,228,301,700322
70,229,339,700322
70,230,396,700321
70,231,408,700322
70,232,318,700322
70,233,431,700321
70,234,409,700322
70,236,360,700513
70,237,431,700323
70,238,507,700711
70,239,337,700721
70,240,403,700221
70,241,515,700432
70,242,517,700221
70,243,519,700434
70,244,405,700714
70,245,447,700714
70,246,499,700612
70,247,372,700722
70,248,176,700133
70,249,402,700143
70,250,211,700126
70,251,399,700432
70,252,360,700511
70,253,398,700143
70,254,362,700322
70,256,348,700323
70,260,562,700434
70,261,391,700711
70,264,413,700322
70,265,589,700212
70,266,359,700722
70,270,278,700722
70,272,575,700146
70,273,635,700213
70,274,447,700322
70,275,537,700323
70,276,404,700411
70,277,547,700434
70,278,361,700523
70,279,386,700122
70,280,354,700321
70,281,581,700423
70,282,430,700423
70,283,314,700432
70,284,525,700212
70,285,243,700133
70,286,503,700212
70,287,496,700423
70,288,500,700423
70,289,526,700221
70,290,352,700432
70,291,367,700611
70,292,356,700611
70,293,289,700523
70,294,411,700221
70,295,500,700423
70,296,524,700213
70,297,413,700722
70,298,513,700321
70,299,477,700722
70,300,408,700142
70,301,411,700714
70,952,474,700523
70,953,453,700321
70,954,445,700714
70,955,600,700423
199,1,471,1990001
188,1,362,1880001
1188,1,466,11880001
3722,1,250,37220001
2021,1,73,20210001
1152,1,299,11520001
7100,1,285,71000211
7100,2,316,71000211
7100,3,427,71000212
7100,4,418,71000424
7100,5,456,71000212
7100,6,383,71000211
7100,7,304,71000222
7100,8,400,71000222
7100,9,337,71000223
7100,10,298,71000225
7100,11,469,71000225
7100,12,513,71000232
7100,13,396,71000243
7100,14,395,71000242
7100,15,404,71000242
7100,16,287,71000225
7100,17,273,71000225
7100,18,403,71000243
7100,19,359,71000243
7100,20,441,71000243
7100,21,437,71000243
7100,22,382,71000243
7100,23,346,71000313
7100,24,332,71000313
7100,25,403,71000242
7100,26,254,71000316
7100,27,254,71000314
7100,28,203,71000313
7100,29,278,71000314
7100,30,247,71000316
7100,31,429,71000316
7100,32,274,71000316
7100,33,361,71000316
7100,34,263,71000316
7100,35,282,71000316
7100,36,290,71000316
7100,37,275,71000313
7100,38,264,71000316
7100,39,311,71000313
7100,40,405,71000111
7100,41,390,71000215
7100,42,408,71000123
7100,43,364,71000123
7100,44,416,71000122
7100,45,390,71000123
7100,46,473,71000111
7100,47,329,71000423
7100,48,359,71000412
7100,49,253,71000122
7100,50,467,71000423
7100,51,228,71000122
7100,52,454,71000123
7100,53,288,71000423
7100,54,251,71000113
7100,55,294,71000322
7100,56,344,71000322
7100,57,444,71000423
7100,58,345,71000323
7100,59,317,71000322
7100,60,313,71000313
7100,61,215,71000314
7100,62,390,71000322
7100,63,364,71000323
7100,64,363,71000323
7100,66,409,71000323
7100,67,357,71000314
7100,68,332,71000314
7100,70,494,71000215
7100,71,355,71000423
7100,72,413,71000423
7100,73,344,71000114
7100,74,403,71000426
7100,75,428,71000424
7100,76,414,71000215
7100,77,391,71000111
7100,78,286,71000113
7100,79,457,71000111
7100,80,329,71000322
7100,81,381,71000311
7100,82,310,71000311
7100,83,337,71000311
7100,84,287,71000311
7100,85,258,71000311
7100,86,241,71000323
7100,87.1,379,71000122
7100,87.2,382,71000122
7100,87.3,347,71000122
7100,89,426,71000322
7100,90,342,71000221
7100,91,305,71000223
7100,92,285,71000221
7100,93,265,71000221
7100,94,317,71000223
7100,95,401,71000232
7100,96,429,71000232
7100,97,503,71000232
7100,98,397,71000232
7100,99,465,71000212
7100,100,483,71000211
7100,101,377,71000424
7100,102,347,71000424
7100,103,399,71000426
7100,104,422,71000212
7100,105,415,71000232
7100,106,451,71000212
7100,107,350,71000225
7100,108,493,71000424
7100,109,338,71000323
7100,110,260,71000323
7100,111,356,71000323
7100,112,380,71000314
7100,113,477,71000212
7100,114,418,71000123
7100,115,440,71000123
7100,116,462,71000215
7100,117,475,71000111
7100,118,450,71000111
7100,119,410,71000415
7100,120,428,71000242
7100,121,516,71000415
7100,123,420,71000122
7100,124,503,71000232
7100,125,315,71000316
7100,126,382,71000322
7100,127,273,71000314
7100,128,340,71000311
7100,129,478,71000111
7100,130,458,71000113
7100,131,439,71000111
7100,132,395,71000114
7100,133,466,71000114
7100,134,387,71000424
7100,135,461,71000426
7100,136,295,71000424
7100,137,410,71000421
7100,138,365,71000232
7100,139,291,71000225
7100,140,301,71000225
7100,141,202,71000313
7100,142,423,71000123
7100,143,509,71000212
7100,144,457,71000212
7100,145,514,71000424
7100,146,489,71000426
7100,147,499,71000421
7100,148,386,71000221
7100,149,346,71000424
7100,150,358,71000426
7100,151,544,71000412
7100,152,438,71000215
7100,153,460,71000242
7100,154,430,71000311
7100,155,366,71000323
7100,156,445,71000215
7100,157,417,71000414
7100,158,441,71000415
7100,159,448,71000414
7100,160,392,71000211
7100,161,461,71000426
7100,162,481,71000225
7100,163,532,71000225
7100,164,567,71000421
7100,165,444,71000415
7100,166,464,71000421
7100,167,202,71000122
7100,168,351,71000123
7100,169,505,71000424
7100,170,531,71000415
7100,171,456,71000415
7100,172,378,71000426
7100,173,445,71000225
7100,174,466,71000225
7100,175,490,71000424
7100,176,342,71000322
7100,177,454,71000312
7100,178,569,71000415
7100,179,522,71000243
7100,180,522,71000415
7100,181,423,71000312
7100,182,509,71000312
7100,183,407,71000412
7100,184,400,71000112
7100,185,408,71000112
7100,186,364,71000112
7100,187,486,71000112
7100,952,421,71000114
1256,1,309,12560001
740,1,603,7400001
6000,1,424,60000003
6000,2,373,60000005
6000,3,385,60000002
6000,4,373,60000003
6000,5,408,60000002
6000,6,328,60000003
6000,7,391,60000003
6000,8,372,60000004
6000,9,356,60000004
6000,10,360,60000003
6000,11,431,60000002
6000,12,378,60000003
6000,13,429,60000003
6000,14,414,60000003
6000,15,369,60000003
6000,16,429,60000002
6000,17,424,60000003
6000,18,384,60000003
6000,19,436,60000003
6000,20,347,60000003
6000,21,379,60000003
6000,22,375,60000004
6000,23,416,60000002
6000,24,401,60000003
6000,25,469,60000002
6000,26,422,60000005
6000,27,424,60000003
6000,28,372,60000002
6000,29,394,60000002
6000,30,349,60000003
21,1,445,210001
1376,1,359,13760001
1376,2,398,13760001
155,1,641,1550001
2530,1,383,25300006
2530,2,459,25300005
2530,3,294,25300003
2530,4,327,25300003
2530,7.1,469,25300003
2530,7.2,470,25300014
2530,7.3,475,25300003
2530,7.4,446,25300003
2530,7.5,460,25300014
2530,9,416,25300005
2530,10,433,25300006
2530,11,340,25300003
2530,12,587,25300006
2530,13,609,25300002
2530,14,468,25300006
2530,16,571,25300006
2530,17,562,25300002
2530,18,602,25300002
2530,19,544,25300006
2530,20,487,25300006
2530,21,477,25300006
2530,22,469,25300006
2530,23,539,25300006
2530,24,348,25300006
2530,25,440,25300008
2530,26,489,25300001
2530,27,471,25300003
9000,1,225,90000111
9000,2,231,90000122
9000,3,200,90000122
9000,4,264,90000111
9000,5,213,90000111
9000,6,227,90000113
9000,15,209,90000111
9000,16,212,90000113
9000,19,242,90000113
9000,20,247,90000113
9000,25,246,90000111
9000,26,213,90000113
9000,27,237,90000113
9000,28,236,90000113
9000,29,203,90000113
9000,30,206,90000113
9000,31,241,90000113
9000,142,438,90000322
9000,147,383,90000213
9000,160,427,90000322
9000,175,337,90000225
9000,176,353,90000225
9000,177,438,90000322
9000,180,373,90000226
9000,185,426,90000322
9000,186,451,90000322
9000,188,429,90000322
9000,189,404,90000322
9000,200,363,90000811
9000,201,490,90000625
9000,202,395,90000811
9000,203,386,90000811
9000,204,411,90000811
9000,205,381,90000811
9000,206,480,90000811
9000,207,443,90000625
9000,208,401,90000811
9000,209,288,90000213
9000,210,309,90000226
9000,211,461,90000213
9000,212,374,90000213
9000,213,359,90000225
9000,214,319,90000226
9000,215,401,90000213
9000,216,290,90000213
9000,217,519,90000213
9000,218,421,90000213
9000,223,373,90000322
9000,225,380,90000322
9000,226,386,90000322
9000,243,323,90000225
9000,245.1,408,90000313
9000,245.2,434,90000313
9000,245.3,425,90000313
9000,245.4,445,90000313
9000,245.5,419,90000313
9000,245.6,417,90000313
9000,245.7,397,90000313
9000,249,476,90000625
9000,251,413,90000226
9000,252,457,90000213
9000,253,290,90000213
9000,255,473,90000822
9000,257,328,90000226
9000,259,477,90000824
9000,260,307,90000811
9000,261,487,90000625
9000,262,534,90000822
9000,263,468,90000625
9000,264,455,90000823
9000,265,440,90000625
9000,266,463,90000824
9000,267,527,90000823
9000,268,436,90000625
9000,269,504,90000822
9000,274,369,90000625
9000,276,374,90000625
9000,277,377,90000811
9000,280,373,90000322
9000,281,458,90000824
9000,282,420,90000322
9000,283,387,90000824
9000,284,547,90000823
9000,285,463,90000823
9000,286,372,90000823
9000,288,483,90000822
9000,289,530,90000821
9000,297,608,90000213
9000,302,454,90000822
9000,303,407,90000824
9000,304,481,90000522
9000,7.1,309,90000132
9000,7.2,308,90000132
9000,7.3,308,90000132
9000,7.4,294,90000132
9000,10.1,268,90000522
9000,10.2,273,90000522
9000,10.3,285,90000522
9000,11,232,90000132
9000,18,170,90000132
9000,34,235,90000413
9000,35,290,90000413
9000,36,372,90000411
9000,37,326,90000411
9000,38,385,90000413
9000,39,258,90000411
9000,40,159,90000411
9000,42,385,90000411
9000,44,336,90000413
9000,45,268,90000213
9000,46,334,90000211
9000,47,191,90000211
9000,53,470,90000521
9000,55,273,90000212
9000,57,449,90000521
9000,58.1,347,90000512
9000,58.2,353,90000512
9000,58.3,359,90000512
9000,58.4,342,90000512
9000,58.5,320,90000512
9000,62,373,90000624
9000,65,242,90000132
9000,66,416,90000213
9000,68,198,90000213
9000,69,279,90000211
9000,84,296,90000521
9000,86,182,90000522
9000,87,288,90000212
9000,95,263,90000413
9000,96,254,90000411
9000,97,347,90000216
9000,100,403,90000521
9000,102,322,90000521
9000,103,241,90000521
9000,104,348,90000523
9000,105,444,90000523
9000,106,369,90000523
9000,109,286,90000413
9000,110,278,90000222
9000,111,328,90000411
9000,112,342,90000413
9000,113,243,90000413
9000,114,256,90000413
9000,116,334,90000523
9000,117,171,90000413
9000,118,311,90000413
9000,130.1,319,90000216
9000,130.2,312,90000216
9000,130.3,308,90000216
9000,130.4,328,90000216
9000,130.5,270,90000216
9000,143.1,364,90000522
9000,143.2,327,90000624
9000,143.3,356,90000522
9000,143.4,350,90000522
9000,143.5,312,90000522
9000,144,162,90000211
9000,145,349,90000211
9000,151,237,90000222
9000,153,255,90000212
9000,155,317,90000222
9000,156,277,90000222
9000,157,270,90000222
9000,158,212,90000222
9000,159,249,90000222
9000,162,355,90000222
9000,168,270,90000222
9000,170,420,90000224
9000,171,414,90000224
9000,172,281,90000224
9000,173,304,90000224
9000,174,338,90000224
9000,178,371,90000224
9000,179,441,90000224
9000,240,348,90000224
9000,241,335,90000224
9000,279,324,90000411
9000,300,554,90000521
9000,12,429,90000521
9000,43,431,90000411
9000,71.1,244,90000632
9000,71.2,277,90000632
9000,71.3,256,90000632
9000,71.4,216,90000632
9000,73.1,288,90000633
9000,73.2,312,90000633
9000,73.3,322,90000633
9000,73.4,298,90000633
9000,90,232,90000631
9000,91,299,90000631
9000,92,318,90000631
9000,93,250,90000631
9000,94,294,90000631
9000,99.1,386,90000522
9000,99.2,401,90000522
9000,99.3,410,90000522
9000,99.4,355,90000522
9000,119,357,90000611
9000,120,261,90000811
9000,121,403,90000811
9000,122,475,90000113
9000,123,397,90000612
9000,124,347,90000612
9000,125,427,90000611
9000,126,198,90000113
9000,127,319,90000612
9000,128,495,90000611
